Ticket_ID,Date,Equipment_Type,Location,Downtime_Hours,Failure_Type
21949,2024-02-04,Transformer,Plant B,7,Overheating
21950,2024-09-15,Generator,Plant C,19,Short Circuit
21951,2024-09-16,Transformer,Plant B,10,Electrical Fault
21952,2024-05-14,Generator,Plant B,19,Overheating
21953,2024-05-10,Panel,Plant C,11,Mechanical Failure
21954,2024-03-21,Compressor,Plant A,3,Short Circuit
21955,2024-02-28,Compressor,Plant A,11,Overheating
21956,2024-03-14,Transformer,Plant A,6,Short Circuit
21957,2024-08-26,Motor,Plant A,6,Mechanical Failure
21958,2024-05-08,Transformer,Plant A,15,Mechanical Failure
21959,2024-11-10,Generator,Plant A,3,Electrical Fault
21960,2024-05-17,Generator,Plant C,22,Mechanical Failure
21961,2024-04-12,Panel,Plant C,11,Overheating
21962,2024-01-09,Transformer,Plant C,8,Mechanical Failure
21963,2024-08-19,Panel,Plant B,23,Overheating
21964,2024-04-08,Motor,Plant A,23,Overheating
21965,2024-08-05,Compressor,Plant A,8,Short Circuit
21966,2024-08-24,Compressor,Plant C,23,Overheating
21967,2024-08-09,Transformer,Plant B,16,Overheating
21968,2024-06-16,Panel,Plant B,3,Electrical Fault
21969,2024-03-02,Panel,Plant C,8,Short Circuit
21970,2024-11-13,Motor,Plant A,8,Overheating
21971,2024-01-10,Panel,Plant B,13,Electrical Fault
21972,2024-08-21,Generator,Plant A,1,Short Circuit
21973,2024-03-27,Generator,Plant B,10,Mechanical Failure
21974,2024-09-23,Generator,Plant A,5,Overheating
21975,2024-07-22,Transformer,Plant B,5,Mechanical Failure
21976,2024-11-13,Generator,Plant A,17,Short Circuit
21977,2024-11-28,Generator,Plant A,22,Short Circuit
21978,2024-12-25,Compressor,Plant A,14,Electrical Fault
21979,2024-08-28,Transformer,Plant C,6,Overheating
21980,2024-02-25,Generator,Plant A,14,Overheating
21981,2024-04-19,Motor,Plant A,12,Electrical Fault
21982,2024-02-18,Generator,Plant B,20,Mechanical Failure
21983,2024-08-30,Transformer,Plant B,22,Short Circuit
21984,2024-01-16,Panel,Plant C,22,Electrical Fault
21985,2024-03-13,Compressor,Plant B,1,Short Circuit
21986,2024-07-20,Compressor,Plant A,5,Mechanical Failure
21987,2024-04-02,Transformer,Plant C,18,Mechanical Failure
21988,2024-05-16,Generator,Plant C,14,Mechanical Failure
21989,2024-02-02,Motor,Plant C,7,Overheating
21990,2024-03-28,Generator,Plant A,15,Short Circuit
21991,2024-07-21,Generator,Plant A,9,Short Circuit
21992,2024-02-08,Motor,Plant B,15,Electrical Fault
21993,2024-04-23,Compressor,Plant B,16,Short Circuit
21994,2024-11-28,Generator,Plant B,9,Overheating
21995,2024-09-03,Panel,Plant C,7,Electrical Fault
21996,2024-12-08,Panel,Plant A,7,Mechanical Failure
21997,2024-07-26,Transformer,Plant B,17,Short Circuit
21998,2024-11-07,Transformer,Plant A,11,Overheating
21999,2024-10-23,Motor,Plant C,6,Overheating
22000,2024-12-25,Motor,Plant A,14,Short Circuit
22001,2024-07-29,Transformer,Plant A,15,Overheating
22002,2024-12-20,Generator,Plant C,21,Mechanical Failure
22003,2024-02-28,Compressor,Plant B,8,Short Circuit
22004,2024-06-04,Panel,Plant A,4,Short Circuit
22005,2024-05-01,Motor,Plant A,1,Short Circuit
22006,2024-04-29,Transformer,Plant C,6,Electrical Fault
22007,2024-10-23,Panel,Plant A,1,Mechanical Failure
22008,2024-11-17,Motor,Plant A,21,Overheating
22009,2024-03-02,Motor,Plant A,5,Short Circuit
22010,2024-06-06,Generator,Plant C,19,Short Circuit
22011,2024-02-09,Motor,Plant A,5,Overheating
22012,2024-08-29,Compressor,Plant C,22,Mechanical Failure
22013,2024-02-09,Motor,Plant B,5,Overheating
22014,2024-12-23,Compressor,Plant A,17,Overheating
22015,2024-07-08,Generator,Plant C,12,Short Circuit
22016,2024-08-21,Compressor,Plant C,7,Electrical Fault
22017,2024-01-15,Panel,Plant A,15,Electrical Fault
22018,2024-05-03,Motor,Plant C,19,Electrical Fault
22019,2024-08-15,Transformer,Plant B,23,Electrical Fault
22020,2024-10-06,Transformer,Plant B,21,Electrical Fault
22021,2024-02-17,Compressor,Plant B,13,Short Circuit
22022,2024-07-07,Generator,Plant B,12,Electrical Fault
22023,2024-10-30,Compressor,Plant C,19,Overheating
22024,2024-02-16,Compressor,Plant C,13,Short Circuit
22025,2024-07-02,Compressor,Plant B,6,Overheating
22026,2024-04-14,Panel,Plant B,1,Electrical Fault
22027,2024-09-03,Panel,Plant B,6,Mechanical Failure
22028,2024-09-20,Compressor,Plant B,13,Electrical Fault
22029,2024-07-24,Generator,Plant B,13,Short Circuit
22030,2024-01-18,Motor,Plant C,13,Overheating
22031,2024-12-29,Transformer,Plant B,20,Mechanical Failure
22032,2024-09-07,Panel,Plant B,4,Mechanical Failure
22033,2024-08-25,Motor,Plant A,5,Mechanical Failure
22034,2024-12-05,Panel,Plant C,13,Overheating
22035,2024-11-16,Panel,Plant B,9,Short Circuit
22036,2024-12-30,Panel,Plant C,17,Mechanical Failure
22037,2024-10-28,Compressor,Plant A,3,Overheating
22038,2024-03-06,Compressor,Plant A,20,Overheating
22039,2024-12-01,Panel,Plant B,18,Electrical Fault
22040,2024-05-29,Panel,Plant B,15,Overheating
22041,2024-07-11,Transformer,Plant B,23,Short Circuit
22042,2024-05-26,Motor,Plant B,1,Short Circuit
22043,2024-07-01,Motor,Plant A,9,Mechanical Failure
22044,2024-04-15,Generator,Plant C,6,Overheating
22045,2024-08-23,Generator,Plant B,18,Overheating
22046,2024-05-05,Generator,Plant C,1,Electrical Fault
22047,2024-06-27,Compressor,Plant B,22,Electrical Fault
22048,2024-01-13,Compressor,Plant B,7,Overheating
22049,2024-08-18,Transformer,Plant A,10,Overheating
22050,2024-01-28,Compressor,Plant B,6,Overheating
22051,2024-11-18,Generator,Plant B,7,Electrical Fault
22052,2024-09-17,Panel,Plant B,6,Electrical Fault
22053,2024-04-09,Generator,Plant A,8,Short Circuit
22054,2024-07-06,Transformer,Plant C,2,Mechanical Failure
22055,2024-12-02,Panel,Plant A,9,Mechanical Failure
22056,2024-10-26,Compressor,Plant B,9,Mechanical Failure
22057,2024-04-28,Panel,Plant B,7,Mechanical Failure
22058,2024-02-15,Transformer,Plant B,9,Electrical Fault
22059,2024-03-08,Compressor,Plant C,17,Electrical Fault
22060,2024-10-31,Motor,Plant C,3,Overheating
22061,2024-06-19,Generator,Plant B,16,Short Circuit
22062,2024-12-23,Generator,Plant B,16,Short Circuit
22063,2024-07-14,Transformer,Plant C,2,Mechanical Failure
22064,2024-11-28,Transformer,Plant A,11,Overheating
22065,2024-01-20,Generator,Plant A,16,Overheating
22066,2024-04-20,Panel,Plant C,15,Electrical Fault
22067,2024-05-25,Motor,Plant C,1,Overheating
22068,2024-07-10,Motor,Plant B,21,Short Circuit
22069,2024-08-16,Transformer,Plant C,17,Short Circuit
22070,2024-01-12,Transformer,Plant C,3,Overheating
22071,2024-08-04,Panel,Plant B,22,Electrical Fault
22072,2024-03-19,Transformer,Plant C,22,Short Circuit
22073,2024-02-05,Motor,Plant B,19,Electrical Fault
22074,2024-09-20,Generator,Plant A,20,Electrical Fault
22075,2024-01-28,Motor,Plant A,7,Short Circuit
22076,2024-03-26,Panel,Plant A,22,Electrical Fault
22077,2024-07-06,Generator,Plant B,11,Mechanical Failure
22078,2024-10-31,Generator,Plant A,18,Mechanical Failure
22079,2024-09-10,Motor,Plant A,14,Mechanical Failure
22080,2024-03-20,Generator,Plant B,16,Overheating
22081,2024-07-04,Generator,Plant B,6,Short Circuit
22082,2024-01-05,Transformer,Plant A,2,Mechanical Failure
22083,2024-02-15,Generator,Plant A,23,Electrical Fault
22084,2024-12-19,Panel,Plant A,11,Mechanical Failure
22085,2024-04-11,Generator,Plant C,11,Electrical Fault
22086,2024-01-02,Transformer,Plant B,10,Short Circuit
22087,2024-08-04,Compressor,Plant B,4,Mechanical Failure
22088,2024-01-25,Compressor,Plant B,17,Short Circuit
22089,2024-09-13,Panel,Plant B,10,Mechanical Failure
22090,2024-08-10,Panel,Plant A,9,Electrical Fault
22091,2024-11-19,Generator,Plant B,13,Electrical Fault
22092,2024-03-09,Generator,Plant C,11,Overheating
22093,2024-07-15,Compressor,Plant C,10,Overheating
22094,2024-09-28,Compressor,Plant A,5,Overheating
22095,2024-06-30,Motor,Plant A,3,Mechanical Failure
22096,2024-01-18,Compressor,Plant B,4,Short Circuit
22097,2024-04-16,Compressor,Plant A,3,Mechanical Failure
22098,2024-01-17,Panel,Plant A,10,Electrical Fault
22099,2024-05-04,Motor,Plant A,13,Short Circuit
22100,2024-03-22,Motor,Plant C,5,Electrical Fault
22101,2024-01-04,Generator,Plant B,13,Overheating
22102,2024-04-24,Generator,Plant A,1,Electrical Fault
22103,2024-12-16,Motor,Plant B,11,Mechanical Failure
22104,2024-12-16,Motor,Plant B,3,Electrical Fault
22105,2024-05-16,Generator,Plant B,17,Electrical Fault
22106,2024-10-13,Panel,Plant C,19,Electrical Fault
22107,2024-08-15,Panel,Plant B,13,Short Circuit
22108,2024-01-16,Panel,Plant B,16,Electrical Fault
22109,2024-10-24,Panel,Plant A,18,Electrical Fault
22110,2024-07-30,Generator,Plant A,23,Overheating
22111,2024-09-02,Transformer,Plant C,20,Overheating
22112,2024-10-12,Compressor,Plant B,23,Mechanical Failure
22113,2024-10-08,Compressor,Plant C,19,Overheating
22114,2024-06-25,Compressor,Plant B,6,Electrical Fault
22115,2024-01-31,Compressor,Plant C,23,Overheating
22116,2024-02-19,Generator,Plant B,7,Short Circuit
22117,2024-05-22,Transformer,Plant A,15,Mechanical Failure
22118,2024-02-21,Generator,Plant C,5,Overheating
22119,2024-08-20,Transformer,Plant A,16,Mechanical Failure
22120,2024-06-14,Generator,Plant B,6,Mechanical Failure
22121,2024-02-07,Motor,Plant C,3,Mechanical Failure
22122,2024-01-20,Transformer,Plant A,12,Short Circuit
22123,2024-04-08,Compressor,Plant A,4,Electrical Fault
22124,2024-08-02,Transformer,Plant A,22,Short Circuit
22125,2024-02-13,Panel,Plant B,3,Mechanical Failure
22126,2024-04-20,Transformer,Plant C,16,Overheating
22127,2024-03-29,Panel,Plant A,16,Overheating
22128,2024-11-14,Panel,Plant B,23,Short Circuit
22129,2024-04-27,Motor,Plant B,19,Overheating
22130,2024-08-26,Transformer,Plant B,15,Mechanical Failure
22131,2024-03-12,Motor,Plant C,9,Mechanical Failure
22132,2024-11-05,Compressor,Plant B,20,Electrical Fault
22133,2024-10-30,Transformer,Plant B,2,Mechanical Failure
22134,2024-06-11,Generator,Plant C,6,Overheating
22135,2024-09-07,Generator,Plant C,14,Electrical Fault
22136,2024-12-22,Generator,Plant B,9,Overheating
22137,2024-07-13,Panel,Plant B,10,Short Circuit
22138,2024-02-29,Generator,Plant A,18,Electrical Fault
22139,2024-04-07,Compressor,Plant C,15,Mechanical Failure
22140,2024-12-21,Transformer,Plant C,4,Electrical Fault
22141,2024-12-20,Transformer,Plant A,5,Mechanical Failure
22142,2024-03-13,Panel,Plant B,23,Mechanical Failure
22143,2024-08-09,Panel,Plant B,21,Overheating
22144,2024-04-28,Panel,Plant B,6,Mechanical Failure
22145,2024-06-30,Compressor,Plant B,15,Mechanical Failure
22146,2024-08-05,Transformer,Plant A,20,Mechanical Failure
22147,2024-09-12,Motor,Plant C,2,Overheating
22148,2024-03-28,Panel,Plant C,16,Mechanical Failure
22149,2024-12-26,Generator,Plant B,5,Short Circuit
22150,2024-10-01,Motor,Plant A,23,Overheating
22151,2024-12-01,Motor,Plant B,4,Short Circuit
22152,2024-01-26,Panel,Plant B,1,Electrical Fault
22153,2024-04-30,Generator,Plant A,8,Overheating
22154,2024-10-15,Panel,Plant A,21,Short Circuit
22155,2024-12-27,Panel,Plant C,10,Overheating
22156,2024-01-30,Generator,Plant C,15,Mechanical Failure
22157,2024-07-20,Motor,Plant B,2,Overheating
22158,2024-02-05,Motor,Plant B,19,Electrical Fault
22159,2024-05-04,Generator,Plant C,12,Short Circuit
22160,2024-08-10,Motor,Plant A,10,Overheating
22161,2024-08-22,Compressor,Plant B,12,Mechanical Failure
22162,2024-05-03,Panel,Plant B,21,Short Circuit
22163,2024-06-19,Compressor,Plant A,20,Short Circuit
22164,2024-06-29,Compressor,Plant B,9,Short Circuit
22165,2024-08-02,Compressor,Plant A,8,Electrical Fault
22166,2024-04-27,Transformer,Plant C,2,Mechanical Failure
22167,2024-08-14,Transformer,Plant C,21,Mechanical Failure
22168,2024-02-06,Compressor,Plant C,7,Short Circuit
22169,2024-11-12,Panel,Plant C,4,Overheating
22170,2024-04-05,Compressor,Plant C,19,Short Circuit
22171,2024-04-29,Compressor,Plant B,8,Mechanical Failure
22172,2024-01-12,Transformer,Plant C,13,Electrical Fault
22173,2024-05-01,Compressor,Plant B,21,Electrical Fault
22174,2024-02-04,Panel,Plant B,3,Short Circuit
22175,2024-09-07,Panel,Plant A,5,Electrical Fault
22176,2024-03-07,Compressor,Plant B,20,Electrical Fault
22177,2024-02-07,Panel,Plant B,8,Overheating
22178,2024-10-06,Compressor,Plant C,2,Electrical Fault
22179,2024-08-17,Transformer,Plant C,10,Overheating
22180,2024-12-02,Compressor,Plant A,22,Short Circuit
22181,2024-06-16,Motor,Plant A,16,Mechanical Failure
22182,2024-11-23,Transformer,Plant B,4,Mechanical Failure
22183,2024-09-02,Panel,Plant A,14,Overheating
22184,2024-03-19,Panel,Plant C,3,Mechanical Failure
22185,2024-04-23,Transformer,Plant C,10,Short Circuit
22186,2024-10-27,Motor,Plant C,13,Mechanical Failure
22187,2024-08-04,Transformer,Plant B,5,Electrical Fault
22188,2024-07-18,Generator,Plant B,22,Short Circuit
22189,2024-12-17,Motor,Plant A,17,Short Circuit
22190,2024-08-29,Transformer,Plant C,17,Mechanical Failure
22191,2024-01-13,Generator,Plant B,11,Mechanical Failure
22192,2024-12-31,Compressor,Plant B,19,Overheating
22193,2024-07-25,Motor,Plant A,18,Electrical Fault
22194,2024-09-18,Compressor,Plant C,17,Mechanical Failure
22195,2024-04-06,Generator,Plant C,11,Mechanical Failure
22196,2024-03-11,Panel,Plant A,15,Overheating
22197,2024-10-29,Panel,Plant A,8,Mechanical Failure
22198,2024-12-14,Panel,Plant A,12,Electrical Fault
22199,2024-08-17,Compressor,Plant A,17,Electrical Fault
22200,2024-12-22,Motor,Plant C,5,Short Circuit
22201,2024-10-26,Compressor,Plant C,4,Short Circuit
22202,2024-02-01,Compressor,Plant A,11,Electrical Fault
22203,2024-09-06,Panel,Plant B,8,Overheating
22204,2024-09-10,Compressor,Plant B,16,Short Circuit
22205,2024-09-15,Generator,Plant C,16,Electrical Fault
22206,2024-06-30,Transformer,Plant C,3,Electrical Fault
22207,2024-12-05,Transformer,Plant A,12,Short Circuit
22208,2024-06-14,Transformer,Plant B,13,Electrical Fault
22209,2024-01-04,Panel,Plant C,1,Electrical Fault
22210,2024-05-24,Panel,Plant B,4,Electrical Fault
22211,2024-06-13,Transformer,Plant A,21,Electrical Fault
22212,2024-12-09,Motor,Plant C,6,Short Circuit
22213,2024-12-27,Transformer,Plant C,5,Overheating
22214,2024-04-14,Compressor,Plant B,5,Electrical Fault
22215,2024-02-05,Transformer,Plant B,21,Mechanical Failure
22216,2024-11-09,Transformer,Plant C,10,Overheating
22217,2024-06-17,Motor,Plant B,19,Mechanical Failure
22218,2024-01-08,Panel,Plant B,18,Mechanical Failure
22219,2024-03-26,Panel,Plant A,2,Electrical Fault
22220,2024-04-06,Compressor,Plant B,16,Short Circuit
22221,2024-11-10,Transformer,Plant C,15,Mechanical Failure
22222,2024-01-30,Generator,Plant A,5,Mechanical Failure
22223,2024-04-10,Compressor,Plant C,21,Mechanical Failure
22224,2024-03-07,Panel,Plant A,22,Electrical Fault
22225,2024-12-14,Motor,Plant A,9,Electrical Fault
22226,2024-03-03,Panel,Plant B,23,Short Circuit
22227,2024-02-01,Panel,Plant B,5,Electrical Fault
22228,2024-03-27,Motor,Plant C,5,Overheating
22229,2024-07-29,Transformer,Plant B,9,Short Circuit
22230,2024-02-20,Transformer,Plant A,9,Electrical Fault
22231,2024-03-03,Panel,Plant B,2,Electrical Fault
22232,2024-03-20,Compressor,Plant C,7,Mechanical Failure
22233,2024-12-08,Generator,Plant A,1,Electrical Fault
22234,2024-08-19,Compressor,Plant C,20,Mechanical Failure
22235,2024-12-31,Compressor,Plant B,2,Electrical Fault
22236,2024-04-10,Panel,Plant A,12,Electrical Fault
22237,2024-05-08,Panel,Plant C,6,Electrical Fault
22238,2024-01-19,Generator,Plant B,20,Electrical Fault
22239,2024-12-22,Generator,Plant B,19,Electrical Fault
22240,2024-04-03,Generator,Plant C,16,Short Circuit
22241,2024-03-21,Panel,Plant A,4,Electrical Fault
22242,2024-04-12,Panel,Plant C,18,Electrical Fault
22243,2024-06-02,Compressor,Plant B,5,Mechanical Failure
22244,2024-09-25,Panel,Plant C,22,Overheating
22245,2024-04-27,Transformer,Plant B,18,Overheating
22246,2024-12-07,Transformer,Plant A,6,Short Circuit
22247,2024-10-05,Generator,Plant C,14,Electrical Fault
22248,2024-12-28,Panel,Plant A,20,Overheating
22249,2024-08-12,Transformer,Plant C,17,Mechanical Failure
22250,2024-09-24,Compressor,Plant B,18,Mechanical Failure
22251,2024-05-16,Motor,Plant A,21,Short Circuit
22252,2024-08-13,Compressor,Plant B,10,Mechanical Failure
22253,2024-11-29,Motor,Plant C,23,Overheating
22254,2024-08-16,Compressor,Plant B,19,Overheating
22255,2024-11-18,Transformer,Plant C,18,Overheating
22256,2024-04-17,Panel,Plant A,4,Electrical Fault
22257,2024-10-26,Motor,Plant B,20,Mechanical Failure
22258,2024-01-07,Panel,Plant B,15,Mechanical Failure
22259,2024-05-07,Panel,Plant C,6,Electrical Fault
22260,2024-12-18,Transformer,Plant C,6,Overheating
22261,2024-09-23,Generator,Plant C,3,Mechanical Failure
22262,2024-06-21,Generator,Plant A,9,Overheating
22263,2024-08-01,Motor,Plant B,11,Electrical Fault
22264,2024-09-03,Transformer,Plant C,5,Overheating
22265,2024-04-15,Panel,Plant C,14,Short Circuit
22266,2024-03-23,Compressor,Plant B,2,Electrical Fault
22267,2024-10-18,Compressor,Plant A,22,Overheating
22268,2024-07-21,Motor,Plant B,19,Electrical Fault
22269,2024-02-10,Motor,Plant C,8,Mechanical Failure
22270,2024-07-23,Motor,Plant B,13,Short Circuit
22271,2024-12-13,Transformer,Plant C,19,Electrical Fault
22272,2024-02-18,Compressor,Plant C,5,Overheating
22273,2024-05-22,Transformer,Plant B,15,Mechanical Failure
22274,2024-05-20,Transformer,Plant B,4,Overheating
22275,2024-02-22,Panel,Plant A,4,Overheating
22276,2024-04-16,Transformer,Plant C,18,Electrical Fault
22277,2024-02-02,Transformer,Plant C,19,Electrical Fault
22278,2024-07-18,Panel,Plant C,20,Overheating
22279,2024-04-28,Generator,Plant C,22,Electrical Fault
22280,2024-10-14,Panel,Plant C,9,Overheating
22281,2024-08-16,Motor,Plant B,15,Electrical Fault
22282,2024-04-27,Generator,Plant C,12,Short Circuit
22283,2024-06-24,Compressor,Plant B,4,Electrical Fault
22284,2024-07-03,Transformer,Plant A,3,Overheating
22285,2024-11-13,Generator,Plant C,5,Mechanical Failure
22286,2024-12-03,Compressor,Plant A,17,Electrical Fault
22287,2024-08-02,Panel,Plant B,5,Short Circuit
22288,2024-08-08,Panel,Plant B,4,Short Circuit
22289,2024-05-09,Motor,Plant A,21,Short Circuit
22290,2024-11-28,Motor,Plant C,7,Short Circuit
22291,2024-09-28,Generator,Plant B,7,Overheating
22292,2024-09-02,Transformer,Plant B,7,Short Circuit
22293,2024-05-02,Panel,Plant B,17,Mechanical Failure
22294,2024-01-08,Generator,Plant B,15,Electrical Fault
22295,2024-03-07,Generator,Plant B,7,Short Circuit
22296,2024-04-24,Generator,Plant B,15,Electrical Fault
22297,2024-10-14,Motor,Plant A,20,Overheating
22298,2024-04-14,Panel,Plant C,4,Electrical Fault
22299,2024-01-25,Motor,Plant C,2,Overheating
22300,2024-02-22,Motor,Plant C,22,Overheating
22301,2024-09-03,Generator,Plant C,13,Electrical Fault
22302,2024-12-02,Compressor,Plant A,12,Short Circuit
22303,2024-10-07,Compressor,Plant A,10,Mechanical Failure
22304,2024-02-02,Compressor,Plant C,19,Electrical Fault
22305,2024-10-13,Generator,Plant B,15,Mechanical Failure
22306,2024-02-05,Transformer,Plant C,17,Electrical Fault
22307,2024-12-08,Panel,Plant B,21,Mechanical Failure
22308,2024-08-26,Generator,Plant B,6,Electrical Fault
22309,2024-08-04,Generator,Plant A,5,Mechanical Failure
22310,2024-06-25,Motor,Plant B,21,Mechanical Failure
22311,2024-02-13,Compressor,Plant A,13,Electrical Fault
22312,2024-10-30,Generator,Plant C,14,Electrical Fault
22313,2024-06-06,Transformer,Plant A,14,Overheating
22314,2024-09-25,Panel,Plant B,15,Mechanical Failure
22315,2024-06-19,Transformer,Plant B,16,Electrical Fault
22316,2024-08-08,Generator,Plant B,10,Short Circuit
22317,2024-08-17,Generator,Plant C,1,Short Circuit
22318,2024-03-31,Motor,Plant A,11,Overheating
22319,2024-05-10,Transformer,Plant C,7,Short Circuit
22320,2024-08-13,Motor,Plant A,17,Electrical Fault
22321,2024-08-12,Transformer,Plant C,4,Mechanical Failure
22322,2024-05-22,Compressor,Plant C,7,Electrical Fault
22323,2024-03-06,Compressor,Plant B,3,Short Circuit
22324,2024-01-28,Transformer,Plant C,20,Short Circuit
22325,2024-05-04,Motor,Plant C,14,Electrical Fault
22326,2024-07-30,Compressor,Plant A,18,Overheating
22327,2024-03-20,Generator,Plant C,18,Electrical Fault
22328,2024-08-25,Panel,Plant B,1,Overheating
22329,2024-05-11,Motor,Plant C,6,Short Circuit
22330,2024-11-23,Transformer,Plant A,9,Mechanical Failure
22331,2024-10-26,Panel,Plant A,2,Mechanical Failure
22332,2024-04-28,Panel,Plant C,8,Electrical Fault
22333,2024-02-15,Generator,Plant C,20,Overheating
22334,2024-03-24,Motor,Plant A,4,Short Circuit
22335,2024-10-08,Panel,Plant B,21,Mechanical Failure
22336,2024-12-17,Motor,Plant C,10,Electrical Fault
22337,2024-01-13,Generator,Plant B,23,Electrical Fault
22338,2024-05-04,Transformer,Plant B,1,Short Circuit
22339,2024-11-20,Panel,Plant C,11,Short Circuit
22340,2024-06-20,Panel,Plant B,9,Electrical Fault
22341,2024-08-21,Panel,Plant A,19,Electrical Fault
22342,2024-06-29,Motor,Plant B,11,Electrical Fault
22343,2024-02-20,Panel,Plant A,4,Overheating
22344,2024-09-25,Motor,Plant C,23,Short Circuit
22345,2024-06-17,Compressor,Plant B,5,Electrical Fault
22346,2024-11-11,Compressor,Plant A,21,Short Circuit
22347,2024-10-14,Motor,Plant A,17,Electrical Fault
22348,2024-09-30,Compressor,Plant C,18,Electrical Fault
22349,2024-12-14,Generator,Plant B,5,Electrical Fault
22350,2024-07-25,Generator,Plant A,18,Short Circuit
22351,2024-05-27,Compressor,Plant A,17,Electrical Fault
22352,2024-10-26,Transformer,Plant C,3,Electrical Fault
22353,2024-02-06,Motor,Plant B,11,Short Circuit
22354,2024-06-09,Compressor,Plant B,17,Electrical Fault
22355,2024-10-01,Motor,Plant A,8,Mechanical Failure
22356,2024-10-14,Compressor,Plant B,8,Mechanical Failure
22357,2024-04-15,Generator,Plant B,23,Electrical Fault
22358,2024-01-22,Transformer,Plant B,23,Overheating
22359,2024-08-20,Motor,Plant B,2,Short Circuit
22360,2024-05-01,Transformer,Plant B,7,Electrical Fault
22361,2024-05-08,Generator,Plant B,21,Short Circuit
22362,2024-11-05,Panel,Plant B,20,Overheating
22363,2024-08-04,Panel,Plant A,21,Overheating
22364,2024-05-27,Motor,Plant A,6,Short Circuit
22365,2024-02-27,Generator,Plant B,20,Overheating
22366,2024-08-24,Motor,Plant B,18,Overheating
22367,2024-03-10,Motor,Plant C,7,Short Circuit
22368,2024-07-07,Motor,Plant A,18,Overheating
22369,2024-08-29,Transformer,Plant C,12,Mechanical Failure
22370,2024-03-03,Compressor,Plant A,7,Electrical Fault
22371,2024-08-28,Generator,Plant C,7,Mechanical Failure
22372,2024-07-03,Transformer,Plant C,1,Mechanical Failure
22373,2024-09-15,Compressor,Plant C,10,Electrical Fault
22374,2024-08-16,Motor,Plant A,10,Mechanical Failure
22375,2024-08-10,Panel,Plant A,12,Electrical Fault
22376,2024-04-08,Transformer,Plant B,3,Electrical Fault
22377,2024-09-03,Generator,Plant A,3,Short Circuit
22378,2024-02-14,Generator,Plant A,13,Electrical Fault
22379,2024-09-29,Compressor,Plant A,13,Electrical Fault
22380,2024-01-05,Transformer,Plant A,6,Overheating
22381,2024-01-11,Motor,Plant B,3,Overheating
22382,2024-12-13,Compressor,Plant B,15,Mechanical Failure
22383,2024-02-08,Generator,Plant A,9,Electrical Fault
22384,2024-02-11,Transformer,Plant C,21,Electrical Fault
22385,2024-07-21,Panel,Plant C,6,Short Circuit
22386,2024-04-03,Motor,Plant A,6,Electrical Fault
22387,2024-01-05,Generator,Plant B,8,Short Circuit
22388,2024-02-21,Transformer,Plant C,11,Electrical Fault
22389,2024-05-29,Panel,Plant B,19,Overheating
22390,2024-07-23,Generator,Plant B,16,Overheating
22391,2024-10-26,Panel,Plant C,9,Overheating
22392,2024-07-05,Generator,Plant A,23,Mechanical Failure
22393,2024-06-01,Compressor,Plant B,11,Electrical Fault
22394,2024-04-25,Compressor,Plant C,16,Overheating
22395,2024-05-28,Compressor,Plant B,6,Short Circuit
22396,2024-08-07,Transformer,Plant C,17,Overheating
22397,2024-07-10,Compressor,Plant A,16,Electrical Fault
22398,2024-08-20,Transformer,Plant A,20,Overheating
22399,2024-11-19,Motor,Plant A,21,Electrical Fault
22400,2024-08-08,Compressor,Plant B,18,Electrical Fault
22401,2024-02-16,Transformer,Plant A,1,Overheating
22402,2024-05-06,Generator,Plant A,18,Short Circuit
22403,2024-10-17,Transformer,Plant A,8,Mechanical Failure
22404,2024-08-02,Transformer,Plant A,22,Electrical Fault
22405,2024-01-07,Generator,Plant C,10,Mechanical Failure
22406,2024-07-02,Transformer,Plant C,2,Overheating
22407,2024-04-25,Generator,Plant B,9,Electrical Fault
22408,2024-02-21,Panel,Plant C,4,Electrical Fault
22409,2024-12-31,Compressor,Plant C,11,Overheating
22410,2024-02-15,Motor,Plant C,10,Mechanical Failure
22411,2024-01-23,Transformer,Plant C,14,Short Circuit
22412,2024-05-10,Generator,Plant C,7,Overheating
22413,2024-05-06,Compressor,Plant A,19,Overheating
22414,2024-09-21,Transformer,Plant B,6,Short Circuit
22415,2024-11-04,Compressor,Plant C,16,Short Circuit
22416,2024-07-14,Panel,Plant C,19,Short Circuit
22417,2024-02-17,Transformer,Plant B,19,Short Circuit
22418,2024-03-22,Generator,Plant C,13,Overheating
22419,2024-04-18,Panel,Plant C,12,Short Circuit
22420,2024-09-19,Transformer,Plant B,22,Mechanical Failure
22421,2024-12-20,Compressor,Plant A,15,Short Circuit
22422,2024-01-31,Panel,Plant A,8,Electrical Fault
22423,2024-12-23,Generator,Plant B,4,Electrical Fault
22424,2024-02-25,Transformer,Plant A,20,Short Circuit
22425,2024-12-20,Compressor,Plant A,8,Overheating
22426,2024-07-07,Compressor,Plant A,23,Overheating
22427,2024-01-05,Panel,Plant A,21,Mechanical Failure
22428,2024-10-12,Transformer,Plant C,16,Overheating
22429,2024-10-04,Compressor,Plant B,16,Mechanical Failure
22430,2024-05-24,Panel,Plant A,2,Mechanical Failure
22431,2024-07-14,Motor,Plant A,22,Mechanical Failure
22432,2024-01-27,Compressor,Plant B,17,Short Circuit
22433,2024-05-06,Panel,Plant C,23,Overheating
22434,2024-05-14,Motor,Plant A,5,Electrical Fault
